review,rating,date,bank,source,vader_compound,vader_label
Fast an easy to use,5,2024-06-21,CBE,Google Play,0.4404,pos
MUMe hasenhusen,5,2024-06-20,CBE,Google Play,0.0,neu
እ. ብ. ጥ. ነው,5,2024-06-20,CBE,Google Play,0.0,neu
Keep walking with technology,5,2024-06-19,CBE,Google Play,0.0,neu
ፈጣን እና ምቹ,5,2024-06-19,CBE,Google Play,0.0,neu
CBE mobile banking now becoming the best.,5,2024-06-19,CBE,Google Play,0.6369,pos
What a nice app for business man thanks CBE,5,2024-06-18,CBE,Google Play,0.6908,pos
Very important!,5,2024-06-17,CBE,Google Play,0.3367,pos
Smart 🤗🤗🤗,5,2024-06-17,CBE,Google Play,0.8779,pos
There is a glitch regarding the transaction history. Recent transaction history are browsed almost after a day. Which makes it very inconvenient for the users.,2,2024-06-16,CBE,Google Play,-0.4005,neg
It is user friendly app,5,2024-06-16,CBE,Google Play,0.4939,pos
Very good application,5,2024-06-15,CBE,Google Play,0.4927,pos
My best,5,2024-06-15,CBE,Google Play,0.6369,pos
My password,5,2024-06-15,CBE,Google Play,0.0,neu
❤❤❤,5,2024-06-15,CBE,Google Play,0.9274,pos
best aplk,5,2024-06-15,CBE,Google Play,0.6369,pos
"One of the poorest app for 2 main reasons 1-works only with internet connection 2-Even with best internet acess, it usally says failed synchronization .",1,2024-06-15,CBE,Google Play,-0.3818,neg
Wow this App 👏 👌,5,2024-06-15,CBE,Google Play,0.873,pos
Likely,5,2024-06-15,CBE,Google Play,0.0,neu
Fast and secure,5,2024-06-14,CBE,Google Play,0.34,pos
"Fast, user-friendly, easy-to-use",5,2024-06-14,CBE,Google Play,0.0,neu
It's not so much fast,1,2024-06-14,CBE,Google Play,0.0,neu
app bayyee si'atafi baredadha,5,2024-06-13,CBE,Google Play,0.0,neu
Only smart!!!!,5,2024-06-13,CBE,Google Play,0.5951,pos
ከሃገር ውጭ ላለው ዜጋ በምን አይነት መልኩ አካውንት ሊከፍት ይችላል,5,2024-06-13,CBE,Google Play,0.0,neu
Really very comfortable application!,5,2024-06-13,CBE,Google Play,0.6326,pos
😀😀😀😀😀,1,2024-06-12,CBE,Google Play,0.8885,pos
Great and simple to use.,5,2024-06-12,CBE,Google Play,0.6249,pos
Fine,5,2024-06-12,CBE,Google Play,0.2023,pos
10 q,5,2024-06-12,CBE,Google Play,0.0,neu
Use full,5,2024-06-12,CBE,Google Play,0.0,neu
The worst app,1,2024-06-12,CBE,Google Play,-0.6249,neg
electronics maintenance🤐,5,2024-06-11,CBE,Google Play,0.0,neu
Wow nw,5,2024-06-11,CBE,Google Play,0.5859,pos
Backup,5,2024-06-10,CBE,Google Play,0.0,neu
It was ok but resently it has become unuseable to say the list. It does not sincronise and I have not been able to make use of it.,1,2024-06-10,CBE,Google Play,0.1531,pos
dONE,5,2024-06-10,CBE,Google Play,0.0,neu
Mat,5,2024-06-10,CBE,Google Play,0.0,neu
"Improve the transaction history it misleading when you don't update the transaction correctly, and make it record the monthly Fee that deducted from our account, at this point the messages are more reliable",3,2024-06-08,CBE,Google Play,0.0516,pos
This so good! But some time it's not work.!,3,2024-06-08,CBE,Google Play,0.398,pos
It's the worst app ever,1,2024-06-08,CBE,Google Play,-0.6249,neg
lelisa sabsibe photo,5,2024-06-07,CBE,Google Play,0.0,neu
1OK,2,2024-06-06,CBE,Google Play,0.0,neu
I S I N J A A L A T A M T O T A,5,2024-06-06,CBE,Google Play,0.4588,pos
dawnlode,5,2024-06-05,CBE,Google Play,0.0,neu
Fast and reliable service,5,2024-06-05,CBE,Google Play,0.0,neu
fast and very easy to use.,5,2024-06-05,CBE,Google Play,0.4927,pos
አንጋፋውና የአገሪቱ ዋልታ የኢትዮጵያ ንግድ ባንክ ችግሮቹን እየፈቻ ወደፊት እንደሚገሰግስ ባለሙሉ ቸስፋ ነኝ ክብር ለሚገባው ክብር እንስጥ,5,2024-06-05,CBE,Google Play,0.0,neu
Good 👍👍👍😊,5,2024-06-05,CBE,Google Play,0.836,pos
Recent transactions are all mixed up Rtgs doesn't show up for confirmation or in texts,1,2024-06-04,CBE,Google Play,0.0,neu
Jamsi for make,5,2024-06-04,CBE,Google Play,0.0,neu
Nice but please active always.,4,2024-06-03,CBE,Google Play,0.8126,pos
Tiga,5,2024-06-03,CBE,Google Play,0.0,neu
Nuradin mahamad abdala,4,2024-06-03,CBE,Google Play,0.0,neu
Its good i like it,5,2024-06-03,CBE,Google Play,0.6597,pos
fast,5,2024-06-03,CBE,Google Play,0.0,neu
Best apk ever,5,2024-06-02,CBE,Google Play,0.6369,pos
Poorly functioning,1,2024-06-01,CBE,Google Play,0.0,neu
This application is very useful and incredible especially by it's speed.,5,2024-05-31,CBE,Google Play,0.4927,pos
"it said ""None available""",1,2024-05-31,CBE,Google Play,0.0,neu
"it's very good and fast application sometimes there is a little bit of congestion,fix it.",5,2024-05-31,CBE,Google Play,0.4927,pos
"If It fails, you become the richest person over night. 😊",5,2024-05-30,CBE,Google Play,0.765,pos
Best App but it doesn't show me the debited birr and the right balance,5,2024-05-30,CBE,Google Play,0.3818,pos
Something else to eat it,3,2024-05-30,CBE,Google Play,0.0,neu
very good app but the transaction and deposit day some times wrong!,5,2024-05-30,CBE,Google Play,-0.518,neg
This app is more relable and good to use .,4,2024-05-30,CBE,Google Play,0.4877,pos
very fast and secured app for my money,5,2024-05-29,CBE,Google Play,0.4522,pos
Best and easy,5,2024-05-29,CBE,Google Play,0.7964,pos
Abdl,5,2024-05-29,CBE,Google Play,0.0,neu
Shek Usmail Ahmad,5,2024-05-28,CBE,Google Play,0.0,neu
Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,4,2024-05-28,CBE,Google Play,-0.2244,neg
ይህ አፕ በጣም አጋዥ ስራን ሚያፋጥን ነው ግን ያለፈውን ሙሉ ታሪክ አያሳይም,5,2024-05-26,CBE,Google Play,0.0,neu
the app not fast enough,5,2024-05-26,CBE,Google Play,0.0,neu
Imporrant,5,2024-05-26,CBE,Google Play,0.0,neu
It make's life simple and easy keep it up!,5,2024-05-25,CBE,Google Play,0.4926,pos
I wish your help,5,2024-05-25,CBE,Google Play,0.6597,pos
Bad and bad application,1,2024-05-24,CBE,Google Play,-0.7906,neg
"Yaaa ,a nice app",5,2024-05-24,CBE,Google Play,0.4215,pos
Daily internal account to account transfer must be amended since its internal transactions,4,2024-05-24,CBE,Google Play,0.0,neu
Very Good Service,5,2024-05-24,CBE,Google Play,0.4927,pos
Smart app,5,2024-05-23,CBE,Google Play,0.4019,pos
Top,5,2024-05-23,CBE,Google Play,0.2023,pos
Andualem akifle,5,2024-05-23,CBE,Google Play,0.0,neu
Why is it not working well it is not even showing me the money I have,5,2024-05-23,CBE,Google Play,-0.2057,neg
This app is not working other bank,2,2024-05-22,CBE,Google Play,0.0,neu
Samsung A31,1,2024-05-22,CBE,Google Play,0.0,neu
Applicationu arf new gn andande yaschegiral ahuninm hizbu benante bedemb eskireka mesrat new plus be meskot yemiseru serategnoch ke lela bank sinetsatser le dembegna kibir yelachewm endefelegut new yemiaerut +telebirr only own telebirr bicha bayhon le leloch yeminilikibet amarach bifeter...Thanks,4,2024-05-22,CBE,Google Play,0.296,pos
👎,1,2024-05-21,CBE,Google Play,0.0,neu
there is no statement or transaction history its basic thing,5,2024-05-21,CBE,Google Play,-0.296,neg
very good👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾,5,2024-05-21,CBE,Google Play,0.4927,pos
Is excellent i ever seen,5,2024-05-21,CBE,Google Play,0.5719,pos
Wawa,5,2024-05-21,CBE,Google Play,0.0,neu
Best financial app,5,2024-05-20,CBE,Google Play,0.6369,pos
"Can got 0 ⭐ Please ! this App is completely Scam Becouse I made payment in other bank option in the App but the APP (-) mY BALANCE BUT NO successful notification to get screen shoot, no SMS and no Transaction history and I alerdy lost my mony becous my clint also does not get the mony i sent! I pay but I didn't got mony! stey away frim CBE",1,2024-05-19,CBE,Google Play,-0.9647,neg
"It is nice app, but I couldn't see back transactions, it is restricted for recent transactions only.",3,2024-05-19,CBE,Google Play,-0.3612,neg
I like this application and It's very useful,1,2024-05-19,CBE,Google Play,0.6901,pos
"The app is functional with some failures, need much work on the user experience.",3,2024-05-19,CBE,Google Play,-0.4588,neg
"I am a business man i use this app long time, but it is very poor there is no filter to search the transactions of one Acc. If want to now how many times i send or receive.",1,2024-05-19,CBE,Google Play,-0.7869,neg
The app doesn't support amharic characters For writing payment reason. It suppose to support writing in amharic(geez) alphabet,2,2024-05-18,CBE,Google Play,0.1134,pos
It is a good app. It only requires the account holder to use it regularly. It will be better if you make it available every time the user needs it whether he uses it regularly or not. Why is it closed?,5,2024-05-18,CBE,Google Play,0.7003,pos
"Simple, fast and secure",5,2024-05-17,CBE,Google Play,0.34,pos
"It is helpful app which can be used easily but one important thing, when you send or receive a money it does not appear the hour and the minutes. You don't know if it is afternoon or morning. It is better the receipt to have date and time.",4,2024-05-17,CBE,Google Play,0.8248,pos
Great 👌,5,2024-05-17,CBE,Google Play,0.8816,pos
I Like the Apps,5,2024-05-17,CBE,Google Play,0.3612,pos
Face id,5,2024-05-17,CBE,Google Play,0.0,neu
Very good apps. Thus help other for thier problem.,5,2024-05-17,CBE,Google Play,0.4927,pos
It's very interesting,4,2024-05-17,CBE,Google Play,0.4576,pos
Cbe provides a greatest mobile banking service in Ethiopia.,4,2024-05-17,CBE,Google Play,0.6369,pos
Sabaafiin,5,2024-05-16,CBE,Google Play,0.0,neu
Bast app I know I don't forget this app in my bank account,5,2024-05-16,CBE,Google Play,0.1695,pos
Nuguse hanku,5,2024-05-15,CBE,Google Play,0.0,neu
Short and Great app,5,2024-05-15,CBE,Google Play,0.6249,pos
Ilove this app easy use,5,2024-05-15,CBE,Google Play,0.4404,pos
"Recent service fee change is ridiculous. Plus making transfer to other banks and Telebirr wallet is even crazier. You suppose to be an exemplary institution, but you are doing the opposite.",2,2024-05-14,CBE,Google Play,-0.2023,neg
Hulem yemitemamenibet bank new,5,2024-05-14,CBE,Google Play,0.0,neu
Best of best apk,5,2024-05-13,CBE,Google Play,0.8555,pos
Best App but how can i use more two or more CBE app in one app.,5,2024-05-13,CBE,Google Play,0.3818,pos
Talented man,5,2024-05-13,CBE,Google Play,0.5106,pos
Jabadhaa,5,2024-05-13,CBE,Google Play,0.0,neu
nice App,5,2024-05-13,CBE,Google Play,0.4215,pos
This app have no fingerprints unlock and have problem with safaricom topup,1,2024-05-13,CBE,Google Play,-0.5994,neg
Best Apo,5,2024-05-13,CBE,Google Play,0.6369,pos
Dont work,5,2024-05-13,CBE,Google Play,0.0,neu
Galataa,5,2024-05-12,CBE,Google Play,0.0,neu
"Amazing, very friendly and awesome application. Only one drwaback is that you are not willy to make it active after blocking the mobile banking via 951. I am not still using once blocked. You send me to the branch banks but they don't have enough skill to help.",5,2024-05-12,CBE,Google Play,0.8548,pos
Better,4,2024-05-12,CBE,Google Play,0.4404,pos
Good app but it fail to send on time the commission money is unnecessary and also their are some bug like recent transaction page don't show the recent one ...... Try to improve it's back system as a bank system people want it in different situations so it has to work every time as could as possible if you don't get it when you want why we use mobile banking not branch service as I conclusion personally I like the bank because it is CBE but not their digital banking system Thanks,2,2024-05-12,CBE,Google Play,0.9062,pos
"Amazing App. But sometimes the app won't show the account balance. It says ""no accounts available""",5,2024-05-12,CBE,Google Play,0.34,pos
አሪፍ ነው አፑ ግን አዘምኑት ከ ፒን ውጪ የጣት አሻራ ቢኖረው አሪፍ ነው,5,2024-05-12,CBE,Google Play,0.0,neu
"Best prgresive app, and good fetures",5,2024-05-12,CBE,Google Play,0.7964,pos
Simple,5,2024-05-11,CBE,Google Play,0.0,neu
I am comfortable,5,2024-05-11,CBE,Google Play,0.5106,pos
It's fantastic app,4,2024-05-11,CBE,Google Play,0.5574,pos
One of the best bank,5,2024-05-11,CBE,Google Play,0.6369,pos
Be smart,5,2024-05-11,CBE,Google Play,0.4019,pos
Active,5,2024-05-10,CBE,Google Play,0.4019,pos
"This app is very nice, it eases complicated services. The only thing the developer to modify is the app doesn't show recent credit as soon as the credit seen by text message",5,2024-05-10,CBE,Google Play,0.7247,pos
Well,5,2024-05-10,CBE,Google Play,0.2732,pos
Caalaamahammad,5,2024-05-10,CBE,Google Play,0.0,neu
Good content but some times sent money but on pending,4,2024-05-10,CBE,Google Play,0.2382,pos
It is a very weak app it does not even show transaction history. If there are 3 transactions in a day it shows two and does not show the rest.,1,2024-05-09,CBE,Google Play,-0.4927,neg
ሀይ,5,2024-05-09,CBE,Google Play,0.0,neu
It is very important apk.,5,2024-05-09,CBE,Google Play,0.2716,pos
It is amazing app,5,2024-05-09,CBE,Google Play,0.5859,pos
Itis excellent application i ever seen i Ethiopia! But if biometric is added it more usable ! Thank you!,5,2024-05-09,CBE,Google Play,0.7828,pos
Mobile banking,5,2024-05-09,CBE,Google Play,0.0,neu
Very huge and amazing banking sistem,5,2024-05-09,CBE,Google Play,0.7688,pos
CBE juneydi alii,5,2024-05-08,CBE,Google Play,0.0,neu
When pressing the download screen shot it downloads it two times please fix it,3,2024-05-08,CBE,Google Play,0.3182,pos
It is gode,5,2024-05-08,CBE,Google Play,0.0,neu
Asitemamagn yebank agar,5,2024-05-08,CBE,Google Play,0.0,neu
Try to make simple more and more to fit with the need of customer's And try to make secure even if the customer use the app incorrectly ok thank you,5,2024-05-07,CBE,Google Play,0.835,pos
I Was a customor of comricial bank of ethiopia,5,2024-05-07,CBE,Google Play,0.0,neu
𝑻𝒉𝒊𝒔 𝒂𝒑𝒑𝒍𝒊𝒄𝒂𝒕𝒊𝒐𝒏 𝒊𝒔 𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅,4,2024-05-07,CBE,Google Play,0.0,neu
It's golden,5,2024-05-07,CBE,Google Play,0.0,neu
It is very best app,5,2024-05-06,CBE,Google Play,0.6697,pos
Poor Bank Poor banking system Poor app,1,2024-05-06,CBE,Google Play,-0.8519,neg
Ajwisks,5,2024-05-05,CBE,Google Play,0.0,neu
Amazing app I ever see in this territory,5,2024-05-05,CBE,Google Play,0.5859,pos
Very good 😊 but it have errors,3,2024-05-05,CBE,Google Play,0.2814,pos
💚💛❤,4,2024-05-05,CBE,Google Play,0.9274,pos
Ana taanan 0 turee oso jiraate,1,2024-05-05,CBE,Google Play,0.0,neu
Sadam Dafhj,1,2024-05-05,CBE,Google Play,0.0,neu
Wow👍,5,2024-05-05,CBE,Google Play,0.5859,pos
Greet,5,2024-05-04,CBE,Google Play,0.3182,pos
"CBE Mobile banking app is very easy, simple and full of technology. I thank the innovator of this system🙏🙏🙏🙏",5,2024-05-04,CBE,Google Play,0.6901,pos
how to use?,1,2024-05-04,CBE,Google Play,0.0,neu
Ayalew Asefa weledemichel /አያሌው አሰፋ ወ/ሚካኤል,1,2024-05-04,CBE,Google Play,0.0,neu
Cbe ye mafia leba yhehinu nachew hidden fee ykortalu transfer lay ye wsha ljoch,1,2024-05-03,CBE,Google Play,0.0,neu
አንዳንዴ የቀሪ ሒሳብ ዝርዝር አያሳይም ከዛ ውጪ i love it .😍. !,5,2024-05-03,CBE,Google Play,0.8172,pos
It is nice app & simple to use it,4,2024-05-03,CBE,Google Play,0.4215,pos
Mama,5,2024-05-03,CBE,Google Play,0.0,neu
Good oppotion.,5,2024-05-03,CBE,Google Play,0.4404,pos
Excellent app thanks CBE,5,2024-05-02,CBE,Google Play,0.765,pos
"It is a very nice and easy app to use. There is only one thing i would like you to add. If you could transfer from your account to another person's telebirr account, it only works to your own phone number",5,2024-05-02,CBE,Google Play,0.8425,pos
Amazing app !!,5,2024-05-02,CBE,Google Play,0.658,pos
Nice application but not work properly on iphone,5,2024-05-02,CBE,Google Play,0.2263,pos
Good and easily application thanks,5,2024-05-01,CBE,Google Play,0.802,pos
"Unable to use the app for around a month! (It cames with an error message ""None available"" everytime I try to transfer). What a Worst app!!!",1,2024-05-01,CBE,Google Play,-0.8388,neg
Concshe,5,2024-05-01,CBE,Google Play,0.0,neu
this updated version is ANNOYING!! Doesn't work at all!! 😡👺🤬😾,1,2024-05-01,CBE,Google Play,-0.6809,neg
have no option for transaction export,1,2024-05-01,CBE,Google Play,-0.296,neg
Great !!! I am happy for this app.,5,2024-05-01,CBE,Google Play,0.865,pos
